CustomerKey,Gender,State Code,State,Country Code,Country,Continent,Age
1493666,Female,NY,New York,US,United States,North America,30
1499544,Male,NY,New York,US,United States,North America,85
1502432,Male,NY,New York,US,United States,North America,36
1508737,Female,NY,New York,US,United States,North America,44
1514909,Female,NY,New York,US,United States,North America,55
1522176,Male,NY,New York,US,United States,North America,64
1533056,Female,NY,New York,US,United States,North America,77
1535042,Female,NY,New York,US,United States,North America,62
1539647,Male,NY,New York,US,United States,North America,71
1541789,Male,NY,New York,US,United States,North America,49
1543828,Male,NY,New York,US,United States,North America,50
1545511,Male,NY,New York,US,United States,North America,66
1554766,Female,NY,New York,US,United States,North America,70
1562775,Female,NY,New York,US,United States,North America,81
1570197,Female,NY,New York,US,United States,North America,84
1570973,Male,NY,New York,US,United States,North America,54
1571181,Female,NY,New York,US,United States,North America,49
1571192,Female,NY,New York,US,United States,North America,64
1576437,Female,NY,New York,US,United States,North America,32
1586224,Male,NY,New York,US,United States,North America,52
1593215,Male,NY,New York,US,United States,North America,30
1603829,Female,NY,New York,US,United States,North America,34
1606514,Male,NY,New York,US,United States,North America,20
1619779,Male,NY,New York,US,United States,North America,71
1627075,Male,NY,New York,US,United States,North America,55
1630447,Male,NY,New York,US,United States,North America,68
1633471,Male,NY,New York,US,United States,North America,32
1633755,Male,NY,New York,US,United States,North America,65
1638733,Male,NY,New York,US,United States,North America,20
1639749,Female,NY,New York,US,United States,North America,33
1641245,Female,NY,New York,US,United States,North America,62
1655355,Female,NY,New York,US,United States,North America,83
1660290,Male,NY,New York,US,United States,North America,55
1661465,Female,NY,New York,US,United States,North America,77
